Durationinseconds,ResponseId,Age,Gender,HL,Race,Race_5_TEXT,Education,Income,BER_P,BER_N,StressorDesc,PSE_P,PSE_N,A1,A2,A3,A4,A5,A6,A1_P,A1_N,A2_P,A2_N,A3_P,A3_N,A4_P,A4_N,A5_P,A5_N,A6_P,A6_N,PRE_P,PRE_N,DES_1NPS,DES_2NPS,DES_3NPS,DES_4CPN,DES_5PNS,DES_6CPN,DES_7CPN,DES_8PNS,DES_9PNS,DES_10CPN,DES_11PNS,ValuingHS_1,ValuingHS_2,ValuingHS_3,ValuingHS_4,ValuingHS_5,ValuingHS_6,ValuingHS_7,EgoRS_1,EgoRS_2,EgoRS_3,EgoRS_4,EgoRS_5,EgoRS_6,EgoRS_7,EgoRS_8,EgoRS_9,EgoRS_10,EgoRS_11,EgoRS_12,EgoRS_13,EgoRS_14,OPTIMISM_1,OPTIMISM_2,OPTIMISM_3,OPTIMISM_4,OPTIMISM_5,OPTIMISM_6,OPTIMISM_7,OPTIMISM_8,OPTIMISM_9,OPTIMISM_10,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PS_7,PS_8,PR_1,PR_2,EXTRAVERSION_1,EXTRAVERSION_2,EXTRAVERSION_3,EXTRAVERSION_4,EXTRAVERSION_5,EXTRAVERSION_6,EXTRAVERSION_7,EXTRAVERSION_8,EXTRAVERSION_9,EXTRAVERSION_10,EXTRAVERSION_11,EXTRAVERSION_12,TMES_1ME,TMES_2ME,TMES_3ME,TMES_4ME,TMES_5ME,TMES_6ME,TMES_7ME,TMES_8ME,TMES_9ME,TMES_10ME,TMES_11ME,TMES_12ME,TMES_13ME,TMES_14P,TMES_15P,TMES_16P,TMES_17P,TMES_18P,TMES_19N,TMES_20N,TMES_21N,TMES_22N,TMES_23N,TMES_24NEUT,TMES_25NEUT,PROLIFIC_PID,A1Positive,A2Positive,A3Positive,A4Positive,A5Positive,A6Positive,A1Negative,A2Negative,A3Negative,A4Negative,A5Negative,A6negative,A1_M,A2_M,A3_M,A4_M,A5_M,A6_M,Optimism,Extraversion,TotalP,TotalN,TotalM,Resilience,Positivity,DES_NPS,DES_CPN,DES_PNS,TMES_ME,TMES_P,TMES_N,TMES_NEUT,ValuingHappiness,PositiveReappraisal
851,R_ykF7qX7nxhAqRiN,32,1,2,1, ,2,6,5,5,"I'm grateful to Covid because my parents hate me and I wouldn't have gotten to see them as much. I hate every other aspect of it, especially everything to do with Trumps bullshit, but my parents also hate me so they wouldn't see me otherwise. When I move out, they never call or talk to me. When I'm here, they despise me but I'm so fucked up I just need to be part of the family. On top of everything, I still like wearing a mask because I haven't gotten sick in a couple years.",1,8,I always have a hard time falling asleep,I worry constantly,I'm almost never happpy anymore,I forgot what being alive feels like,I don't understand the world anymore,I'm not sure how to cope with getting back to normal life,0,10,0,10,0,10,0,10,0,10,0,10,0,10,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,7,6,6,2,2,2,2,3,1,1,4,2,2,2,2,2,1,1,1,5,1,1,5,3,1,5,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,5,1,1,2,2,4,5,4,4,2,3,3,1,3,4,1,5,1,4,3,3,1,2,4,2,2,3,5,4,4,4,5,5,611c1cf68a3a6fc487b01d82,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,16,41,0,6,0,28,8,21,28,28,37,11,20,10,44,8
932,R_2PkgBJgyetpVwCK,37,1,2,1, ,1,5,8,1,"The only COVID situation going on right now is the ongoing threat of exposure to new variants.  I am fully vaccinated and boosted, but I know that that does not mean I am invulnerable.  My wife is also vaccinated, but suffering from PCOS makes her more vulnerable than the average person.  Aside from this, the supply chain is still a concern.  It's definitely not as bad as it was at the beginning, but there are still certain items that are hard to find.",7,2,Worrying about exposure at work environment,Feeling anxious about shopping,Keeping up to date with latest news,Sleeping well because I know I am being careful,Minimizing outings for less exposure and using less gas,Living a healthier lifestyle,0,7,0,7,5,5,8,0,3,6,9,1,8,1,5,5,5,6,5,6,5,5,6,5,5,5,6,5,5,5,4,5,2,4,1,3,2,2,1,2,2,3,2,2,3,2,2,4,1,3,3,4,1,2,1,3,6,5,5,3,5,6,4,4,2,2,1,3,3,2,2,4,2,3,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,3,3,3,3,4,2,61071715ef66759482346ce4,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,11,34,2,3,0,31,38,15,22,21,39,17,14,6,35,4
518,R_Ddxh4ttb61ooJxv,27,3,2,1, ,1,3,4,2,"my wife had come down with covid from her coworkers. i had to help take care of her and make sure she was okay and i helped as much as possible. she still is recovering from some effects it had on her, and we are afraid it might have had some permanent neurological effects.",2,5,concerned for the future,stressed out daily,worried for health of loved ones,medical finances,how it is affecting the world,afraid it will never be gone,0,10,0,10,0,10,0,10,0,10,0,10,1,7,6,6,6,7,6,6,6,6,6,6,6,2,3,3,7,7,5,4,2,3,2,1,4,1,2,4,3,1,2,1,1,2,2,2,5,3,4,4,5,2,0,2,4,5,3,1,3,4,5,2,3,2,1,1,4,2,1,1,1,1,2,4,2,2,3,1,3,3,3,3,4,1,4,3,5,5,5,3,2,3,2,2,4,4,5,3,4,3,1,5dabc4c317ce000014de326e,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,17,22,0,6,0,29,27,18,25,24,43,12,20,4,31,5
1647,R_1QaU6MiEF8amRdl,25,1,2,1, ,1,3,2,9,"My mother has covid. She found out and told us less than 12 hours after my brother and boyfriend saw her for dinner. This is her second time getting covid. I suspect she is not being cautious and is not wearing a mask in public. If I get covid from this exposure it will be my second round of covid, and I will have gotten covid from both parents. I am being cautious in public but it appears my older at risk parents are not.",2,9,I nervous for my mother's health,I'm nervous about being exposed to covid again,I am angry my mom puts herself at risk,I am angry my parents don't care about their health,I kind of hope I start showing symptoms to avoid work,I don't want to experience more covid,0,10,0,10,0,10,0,10,5,5,0,10,0,10,7,7,7,7,7,7,7,7,7,7,7,4,1,2,7,7,7,7,4,4,4,3,4,3,4,3,1,3,4,4,4,2,2,4,5,1,5,5,5,1,5,2,1,6,2,1,5,1,6,4,4,3,1,1,2,1,2,4,1,2,2,4,1,1,3,4,4,4,4,4,4,5,4,5,5,5,5,4,2,3,3,3,1,4,5,4,4,4,5,614b831d7edb7798f13d2509,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,20,22,0,5,0,47,26,21,28,28,56,15,18,9,35,7
1024,R_DATYVnVNninugI9,53,1,1,1, ,2,2,8,1,"Due to Covid, I still feel isolated. It is like everyday is the same when I want to go out. If I do go out it is usually to the supermarket. It is a blur to me. It is like everyday is a repeat of the day before. Nothing is new and day after day blends into each other.",7,2,Going to the store - I get higher levels of anxiety and want to get it over as soon as possible.,"Talking to people - I try to be friendly but many people seem agitated, so I try to avoid talking too much.",Talking a walk - I usually more relaxed but somewhere along someone gives me a dirty look and the experience is ruined.,Read a book - make me escape and I feel good and relaxed.,"Eating a healthy meal I made - I don't eat out, so it is up to me to not be hungry. I became a good meal preparer.",Exercising at home - It is something I look forward to and its free.,7,3,5,5,7,3,10,0,10,0,10,0,8,1,5,6,5,6,5,6,6,5,4,5,5,5,4,4,5,6,4,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,3,1,4,4,5,1,3,2,4,6,5,5,4,5,6,6,5,3,4,4,3,4,3,3,4,3,2,4,3,4,4,3,3,3,3,3,3,2,2,4,3,3,4,3,4,4,4,3,3,2,2,2,1,2,3,3,5de96ccf7aeafe09d7e8a74a,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,41,5,0,0,45,42,16,23,19,39,18,9,6,31,7
999,R_2DLEToxQ649tUu8,34,1,2,1, ,3,9,6,2,My in-laws got covid.  They experienced some long term symptoms like fatigue.  They still fight tooth and nail that the vaccine is a scam and just about government control.  This has caused some family tension.,5,2,In laws health,Family tension,General misinformation,Public health,Family harmony,Filling my kids head with nonsense,4,6,2,8,1,9,1,8,1,9,1,9,5,3,5,5,5,6,6,6,6,6,6,6,6,3,5,2,6,5,4,5,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,1,3,4,4,1,2,1,3,4,5,5,3,4,4,4,5,3,3,4,4,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,4,5f17821d53d8590009cfc951,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,12,42,0,6,0,39,34,15,24,24,39,15,14,7,30,6
1799,R_1BXzYtbI4XSE3T8,52,1,2,1, ,2,5,8,2,"Well I recently had COVID.  I thought everything had died down all the numbers were down I am vaccinated and boasted. An app on my phone says so. Then a few weeks I spend the weekend with this girl we go out of town.  We go to restaurants bar, clubs and the like no one is wearing masks all the requirement long over.  We have nice weekend a few days later the girl texts me she is sick and getting tested.  A day later my throat is killing me. So I get tested.  I have COVID my Dr is very good he told me what to do and what  I needed to take.  I had a cough and a sore throat for few days but it was not too bad.  I am fine now.  I have had way worse flues,  I am lucky I am vaccinated.",6,2,I am lucky I was vaccinated,I am lucky that it was mild.,I happy the woman who was with me is also ok.,Although she did sicker than me.,I lucky my company has generous sick time policy.,Even though I got sick I still had a very lovely weekend hehe..,10,0,10,0,10,0,0,10,9,0,9,2,8,2,6,6,6,7,7,7,7,7,6,7,6,4,4,2,5,5,4,4,3,3,4,3,4,3,4,4,4,4,4,3,3,3,3,5,1,4,4,5,2,3,2,4,5,6,6,3,6,6,6,6,2,2,4,2,5,2,4,3,2,4,4,4,3,4,4,3,3,3,3,3,2,3,5,4,3,3,3,3,5,4,4,4,3,3,3,2,3,3,3,59949236c825cf0001d7dcdc,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,16,41,5,1,0,49,44,18,28,26,42,20,14,6,28,4
820,R_1HklM6IKQKoP5U0,29,1,2,1, ,1,1,1,8,I'm not exactly sure what counts as covid related but finding work is damn near impossible but it also doesn't help that I'm pretty much disabled but not enough for government aid and I've had to move out to a very small town to live with my family again so I wasn't homeless,0,10,Broke,3 hours away from almost everyone I know,There's nothing to do out here,I'm always in pain,The world's going to shit,And I can't see a way out of it,0,10,0,10,0,10,0,10,0,10,0,10,0,10,6,6,6,6,5,6,6,6,6,6,6,4,5,4,6,4,5,4,2,3,1,3,3,1,2,3,2,3,2,1,2,2,2,3,0,2,4,3,0,4,0,3,4,3,1,2,4,2,2,2,2,2,2,3,1,1,3,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,2,2,3,3,3,4,3,4,2,614f8a70e5ea153e8f8059d4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7,26,0,6,0,30,20,18,24,23,40,10,16,6,32,4
761,R_24jeAErO6I5Bzb2,44,1,2,1, ,2,9,9,1,"The covid situation has been unlike anything we have seen in 100 years.  At first it was very scary.  A new disease that we knew nothing about and that people were dying from.  Then lockdowns came.  I was 42 when it started and I had never imagined a time where we would be prevented from going out.  IT was upsetting and made me anxious.  Now two years into it, with vaccines, thearaputics, etc I feel we can finally get back to normal life.",8,2,I am worreid and scared,I am curious as to what is next,I am amazed at how smart scientist are.,I am shocked how selfish many in humanity are,I worry for our future becuase on mankinds stupidity,i am hopeful that life will return to normal.,1,9,5,5,10,0,0,9,1,9,9,1,8,2,5,5,6,6,6,5,5,6,6,5,6,5,3,7,1,7,1,6,4,4,4,4,4,3,4,4,4,4,3,4,4,4,5,5,3,5,5,5,3,4,3,5,6,6,6,6,6,6,6,7,2,2,5,4,5,5,5,5,5,5,5,5,5,5,2,3,2,4,3,3,2,2,3,3,3,2,3,4,2,5,4,4,2,2,2,1,2,1,3,60a2286e51973ae842a306ea,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,24,59,2,3,0,54,49,16,21,24,35,19,9,4,30,4
516,R_1rcQL3bojXY7vY9,35,1,2,1, ,2,9,5,0,"We were finally told we could stop wearing face masks to work, a policy that began from covid, several months after the CDC finally admitted that cloth masks do nothing against it.",6,1,Lies,Manipulation,Herd Behavior,Unscientific,Malicious,Power hungry,0,8,0,7,0,9,0,9,0,9,0,5,5,2,6,6,6,6,6,6,6,6,6,6,6,4,3,2,3,5,1,3,4,3,2,4,3,3,2,2,2,3,2,3,4,1,4,4,2,4,4,5,2,5,2,5,7,6,7,3,6,6,7,7,4,4,5,5,4,3,4,4,3,4,5,4,3,4,4,2,2,2,4,3,2,2,2,3,3,2,3,4,5,4,4,5,1,2,1,1,2,3,3,5ced8f96a726ed0015d31452,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,19,48,0,5,0,38,49,18,24,24,34,22,7,6,21,8
622,R_ylu6sNBVi7AzIHf,23,1,2,3, ,1,1,5,2,An experience due to Covid that I am experiencing is some places that I used to go to shut down.,5,2,I wonder what other businesses will close.,I wonder what the employees that used to work there are at now.,I sure miss shopping at said places.,It gives me somewhat of an inconvenience now that they are gone.,I wonder if other businesses will pop up.,I wonder what the local community thinks of this.,5,0,2,0,1,2,0,4,3,1,2,1,5,2,5,4,4,5,4,4,5,4,4,4,4,3,5,4,7,4,4,5,4,4,2,3,3,2,2,2,3,3,3,2,2,4,2,3,1,2,4,1,1,3,1,3,2,5,1,2,2,2,1,1,2,2,1,1,3,1,1,1,1,3,2,2,1,3,2,1,1,1,1,1,2,2,4,2,2,2,1,2,2,2,2,3,2,4,3,5,2,4,2,60117b3ebffa1106c0aa3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,39,16,13,18,16,22,11,16,6,32,4
1731,R_VWomwXaqK41LKtr,36,1,2,2, ,2,8,8,1,I caught COVID from a family member and had to miss work for 2 weeks.,8,1,I’m going to have to catch up on a lot of work.,I hope I can sleep tonight.,I hope my the rest of my family doesn’t catch it.,I hope I don’t get any worse.,I can’t wait to get out of the house.,I’m glad I got the vaccine.,2,7,3,4,8,3,5,5,6,3,9,1,9,1,6,6,6,5,6,5,5,5,4,6,4,2,3,5,3,6,2,6,4,3,3,3,2,3,2,3,3,4,3,3,2,2,4,4,2,5,4,4,2,4,2,4,7,6,6,6,7,7,7,6,4,4,4,2,4,1,3,4,4,4,4,1,4,4,2,2,2,2,2,2,2,3,3,3,2,3,2,5,4,4,3,4,2,2,2,2,3,4,2,6095fc75ab1d101e060d808b,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,39,3,1,0,40,52,18,21,19,30,20,11,6,27,8
609,R_1ClRUr52MqSMffJ,41,1,2,1, ,2,9,7,1,i had to give up bowling for a month it is my passion and i missed bowling a lot,7,1,i was bored staying home inside,sometimes could not fall a sleep,was worried i would lose my job,i was worried my wife would lose her job,i was worried about getting sick,i was worried my child was falling behind in school,2,8,1,9,1,9,1,9,1,9,1,8,7,1,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,5,2,5,3,3,2,3,1,3,3,2,2,3,2,3,3,3,3,4,1,2,4,4,0,4,0,3,4,5,4,3,5,5,5,5,2,3,5,5,5,5,4,4,5,5,4,5,5,4,3,3,2,3,2,3,1,2,4,4,3,3,2,4,4,3,3,3,2,2,1,2,2,2,4,5cbf5b488be75a0016b49758,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,9,56,0,6,0,36,36,15,19,20,35,17,9,6,29,5
861,R_22DMmOgNBnN5p2j,22,1,2,1, ,1,3,6,1,"I have been job searching lately and Covid protocols are a big concern for me. Luckily, however, in my local area there is little to no enforcement of any restrictions at all. This is ideals as It makes it more likely that I will want to work at these companies.",5,2,Covid doesn't seem to be an issue at job places anymore.,It is extremely easy to find jobs right now in my area as there has been a worker shortage for the last 2 years almost.,"I have mild concerns about infections, however I have already had covid and am used to being exposed to the public working retail so it does not bother me.",I will not work for a company enforcing masks. I have not yet found a business enforcing it yet.,I do not agree with companies forcing vaccinations and will not work at any company that does so.,Job searching has been easy in the current market.,8,1,9,1,4,1,7,3,1,3,8,1,4,2,6,6,6,6,6,6,6,5,5,6,6,5,3,5,6,5,5,5,3,3,2,2,1,1,1,3,2,3,2,1,1,2,1,1,0,1,4,2,0,3,0,1,1,3,2,2,3,1,3,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,4,4,3,3,3,3,2,3,4,4,5,4,1,2,2,2,2,2,3,4,3,2,4,4,603312955f6c243adbe8761e,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,22,4,0,0,27,17,18,24,22,45,9,14,8,34,3
2225,R_08mKu0kkHbuALDz,28,1,1,1, ,1,4,7,2,"During the beginning of coronavirus, I lost my job I was working at for 5 years. I was devestated and thought that I would never recover or find a comparable job. However, I recently started working again and that's been going extremely well. My performance is good and I'm making almost as much money as I was before, but while working from home.",8,1,Anxiety over money,Boredom,Emptiness,Loneliness,Frustration,Anger,0,10,2,10,0,10,2,9,1,9,1,9,4,6,6,7,5,5,6,6,7,6,6,6,6,5,5,4,4,6,6,6,2,2,2,3,3,2,3,3,3,3,2,3,3,3,4,4,3,4,3,5,3,4,3,4,6,7,7,6,7,6,6,6,3,3,2,4,1,2,2,2,2,3,4,2,2,4,5,4,2,4,3,4,2,2,3,4,2,2,5,4,4,4,4,4,3,2,2,2,2,3,4,5d118de2c80b57001721f93e,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,21,30,0,6,0,37,51,18,24,24,42,20,11,7,36,6
775,R_3CDysdnT4bGg0P0,37,1,2,"1,3", ,2,5,3,4,The COVID situation I am in now is one of isolation.  I am still not comfortable going back to normal life but nobody else cares.  I have to go to the doctor but none will see me unless I go in person.  I can't get the help I need and it is frustrating.  I never had this issue before COVID.,1,6,I am upset I can't find a new doctor.,I am annoyed that getting medical help is so hard.,I'm anxiety ridden that I will have to risk COVID to get health.,I am hopeful that forcing myself out of my COVID shell will end up positively.,I am not sleeping well because COVID and finding medical care is keeping me up at night.,I'm regretful that I did not handle my situation while it was under control.,0,8,0,5,0,9,5,0,0,8,0,9,1,6,6,6,6,6,6,6,6,6,5,6,5,6,7,1,7,5,5,2,4,1,1,2,1,1,1,2,3,4,1,2,2,2,1,2,0,1,5,4,5,2,0,2,2,6,2,2,2,2,1,1,2,2,1,3,2,2,3,2,2,2,1,2,4,2,2,1,3,2,2,3,2,2,4,4,3,3,2,2,3,2,2,2,2,3,4,2,2,3,2,5e52d0122f5f952f2a7b6b28,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,9,26,0,4,0,27,18,18,24,22,33,11,13,5,33,4
1251,R_2ANATFrjAKN1f3T,36,1,2,1, ,2,6,8,0,I am unvaccinated  so I still have to wear a face mask at work. It is getting warmer outside and wearing the mask is becoming more annoying.,8,0,wearing a mask is uncomfortable,i feel i am being treated poorly since others are not having to wear a mask,i don't like how i look wearing a mask,it is hard for other people to hear me when i talk with a mask on,i don't think masks are hygienic,i have a hard time breathing with a mask on,0,7,0,8,0,7,0,6,0,7,0,8,8,0,5,5,5,5,5,5,5,5,6,5,5,6,6,6,5,7,2,5,3,2,1,3,2,3,3,3,3,4,3,3,2,3,4,5,3,4,2,5,3,1,3,4,6,5,6,6,6,6,6,6,3,3,1,4,2,1,4,5,1,4,5,1,4,2,2,2,1,1,1,1,2,1,3,3,1,4,1,3,4,4,2,5,1,1,1,1,2,4,2,606604f1ca47696cf97529c0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,21,34,0,6,0,38,47,15,20,21,23,18,6,6,37,6
1055,R_2uxoeRygpEm1pts,35,1,2,1, ,2,2,2,6,I work at an elementary school that has recently allowed children to start removing masks during recess. Teachers have the option to remove them as well. Quite a few children have been removing their masks and I would say a majority of the teachers do too which honestly kind of surprised me. I was expecting more teachers to stick with wearing masks. It feels nice to breathe the fresh air without a mask on and it has also been a joy to get to see the kids enjoying each other's smiles and facial expressions.,3,3,Excitement to see progress in what feels like a return to normalcy.,I feel amused that the kids have been taken aback by what my face looks like under the mask (full beard).,"I was surprised by the amount of teachers that opted to go without a mask. I thought I would be in the minority, but I don't think I am.",It brings me joy to see the kids faces.,"I appreciate the physical benefits of not wearing a mask outside (unimpeded breathing, not having sunglasses fog up etc.)",I feel at ease and almost no worry that it will lead to any additional covid spread.,6,1,5,2,6,1,6,0,8,0,5,1,5,2,5,5,5,6,6,6,6,6,6,6,5,3,5,5,6,6,3,5,3,4,3,3,2,2,3,2,3,3,3,2,2,3,3,4,2,2,4,2,2,4,2,4,2,6,2,1,3,3,3,3,1,2,1,1,4,2,1,4,1,3,2,1,2,3,3,2,2,2,2,2,4,2,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,6235539e17f00ae3c9756495,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,4,0,0,38,23,15,24,23,34,15,15,7,33,3
1073,R_1gIxmSv3PMP6PYU,29,1,1,1, ,3,6,6,2,I had covid actually about a month ago. I had to miss a week of work. It was awful.,4,6,I felt fatigued,i had to miss work,I missed a week's worth of pay on my paycheck,I had a cough for over a month,my coworkers were short staffed,got my booster shortly after,0,10,5,8,0,10,0,10,0,6,6,5,4,3,6,7,7,7,7,7,7,7,7,7,7,3,4,5,4,7,2,4,3,4,1,4,2,1,1,3,2,2,2,1,1,3,1,5,0,4,4,3,0,4,0,3,6,6,5,4,4,5,4,4,2,2,1,1,5,5,1,5,1,1,1,1,2,2,3,1,2,1,2,1,1,1,3,2,1,1,2,2,5,5,2,4,1,2,4,1,2,4,1,60a2cf0845851125015f4c1e,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,8,26,1,5,0,30,38,20,28,28,21,18,10,5,29,4
611,R_UY17fHOYY2NhKqB,40,1,2,1, ,1,7,6,3,Covid has made life difficult in a lot ways. I caught it in December of 2020 and I was so sick. I felt awful for two whole weeks. I lost my breath all the time and was just week. I lost my sense of taste and smell which made things even worse.,5,3,I had a hard time falling asleep.,I kept losing my breath.,I had a hard time telling people I had it as I felt diseased.,I had a hard time getting up the energy to do anything.,I had a hard time cooking for myself.,I had a hard time emotionally as I felt very lonely and isolated.,1,9,0,9,1,7,1,7,2,6,0,10,3,6,6,6,7,7,6,6,7,7,6,6,6,3,2,3,4,5,2,5,3,3,2,3,2,2,2,3,3,4,2,3,2,3,3,3,2,4,5,4,2,2,2,4,5,6,6,5,5,5,5,6,3,4,4,2,4,2,1,2,1,2,2,2,2,3,4,3,3,3,3,3,2,2,3,3,4,3,3,3,2,4,3,3,3,3,5,2,2,4,2,5ffb8c5b60571908f3ac19fa,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,17,27,0,6,0,37,43,19,26,25,39,15,15,6,24,7
1172,R_URffLqKri5g1M9H,28,1,2,1, ,1,1,10,1,"I'm not afraid of Covid and I've never had covid because I keep safe. My girlfriend is vaccinated and we wear mask and take the necessary precautions. I've done many surveys on covid, I think Covid is good and safe in other countries, but America has done a poor job here because people refuse to follow mask mandates and don't give a care about being safe. Most of these situations that people face are negative. My brother and his entire family of 4 kids have had covid, they got it from the neighbors kids since nobody is taking the necessary precautions. I do think Covid rates are going down which is a good thing, but I fear they will rise once again when the holidays start hitting in a few months, and as well as the Summertime.",10,1,I'm scared to go outside because Americans aren't safe,I don't go in places where there arent mask mandates,I stay away from friends and some family members because I know people arent safe,I avoid being friends with people who think covid dont exist,"I support people who get vaccinated and try to become safe from covid, doing what they can to minimalize the effects","I feel sorrow for those who are affected by covid and if they have lost their loved ones, perhaps America will learn the hard way, in good time, that we must work together in order to protect ourselves and our friends and loved ones.",1,7,1,5,1,10,2,10,10,3,2,10,9,1,7,7,7,7,7,7,7,7,7,7,7,6,7,5,7,6,7,6,4,4,2,3,4,3,4,4,4,2,2,3,4,1,5,3,2,2,4,3,0,1,0,2,2,5,3,2,5,5,6,2,3,3,2,4,5,1,4,3,2,3,3,2,2,2,3,2,4,4,1,4,4,3,4,4,4,4,5,2,4,2,4,5,1,3,4,5,3,5,3,5f929fc48b8c2f1d0179fed7,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,11,33,1,4,0,44,30,21,28,28,46,17,16,8,44,6
766,R_3mdA9ceVEbanLLW,32,1,2,1, ,2,2,8,1,"My sister and her boyfriend had COVID not very long ago. I took care of the, coming into very close contact for several days. I did not get COVID, despite this. This was wonderful news to me, because it meant I am immune and don't have to worry about COVID for quite some time.",9,1,I am excited to see natural immunity work first hand.,"I was worried about my sister and her boyfriend, but they recovered just fine.",I'm glad that I don't have to wear a mask anymore.,I'm glad that I don't need any inoculations against COVID.,I'm happy that my sister and her boyfriend are in the same situation.,I'm happy that I trusted my own immunity instead of succumbing to fear.,10,0,8,0,8,0,10,0,10,0,10,0,10,0,6,6,4,7,7,7,7,7,7,7,7,1,1,1,5,3,1,1,3,4,4,4,4,3,2,4,3,3,4,3,3,4,3,2,3,4,5,4,3,3,3,3,6,6,6,2,6,6,6,6,3,4,3,4,2,3,3,3,2,5,3,2,4,2,2,1,3,3,4,4,5,3,4,4,5,5,5,4,2,3,2,2,2,3,2,1,3,4,3,6149256f6335b06ade3723e0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,36,6,0,0,48,44,16,28,28,48,13,11,7,13,7
1306,R_1FwUUauDjCEvfE9,18,1,2,1, ,2,7,8,0,"given to covid, it has been something very resounding and of many changes as such.",7,1,slowing down university projects.,part-time work with shortened days.,fewer visits to my nearest and dearest.,having to be inside my home more than usual.,"Getting ahead of things for studies, due to the short time.",family members under treatment for the pandemic.,1,4,1,4,1,4,1,4,1,3,1,4,9,1,5,3,4,5,4,3,5,4,4,3,5,5,4,5,5,4,3,5,3,2,2,3,2,3,2,2,3,3,2,3,2,2,3,4,2,3,4,3,0,3,0,3,6,5,5,3,4,6,6,5,3,2,4,3,3,2,3,3,2,2,3,2,3,4,3,4,2,1,2,1,1,1,2,3,1,3,2,3,4,3,3,3,2,1,3,1,1,4,3,60e269b58d238fbba93aed38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,0,34,40,12,16,17,26,16,8,7,31,5
1187,R_2qvD7kTFAxakXwY,26,1,2,"2,3", ,2,3,4,6,"Due to the COVID-19 pandemic, I have been living at my parents house. But the pandemic seems to be going on for a lot longer than I had anticipated. My younger brother and sister had been kicked out of the house because they wanted to get vaccinated. I very much want to leave myself but I don't really know what the best course of action is.",4,6,I feel furious at my parents,i want to help my brother and sister,I wonder if they'll be better off without my input,I worry if my efforts would not be enough,I am unsure what to do,I want to leave this place,0,10,9,0,1,8,0,9,1,10,0,10,4,6,5,5,5,6,5,6,6,5,5,6,5,1,4,4,6,3,5,2,3,2,2,3,2,1,2,2,1,2,3,2,1,2,2,3,5,2,2,3,0,2,5,2,2,3,1,1,3,3,3,2,1,1,1,1,3,1,1,2,1,1,1,1,3,2,3,2,3,3,3,3,4,3,2,3,4,4,4,2,4,3,3,3,3,3,4,3,4,5,2,615f54a5141128cf81b7e857,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,16,18,1,5,0,28,18,15,24,20,41,15,17,7,25,2
